Match,Result,,,,,Event,Edition,Date/time,Round/game,Restreamer/location,,HW,AW,HM,AM,,,
164,JANI,2,0,VINCE,,CTWC,2016,23/10/2016 18:00:00,Round 1,"Portland, Oregon",,1,0,7,7,,CHRONOS,CHESSJERK
165,BO STEIL,2,0,SEAN MILLER,,CTWC,2016,23/10/2016 18:20:00,Round 1,"Portland, Oregon",,1,0,11,1,,CHRRRISTO,CHIDORI
166,BRIAN PELLEGRINI,0,2,SCHOOLMASTER,,CTWC,2016,23/10/2016 18:20:00,Round 1,"Portland, Oregon",,0,1,1,5,,CHUSHIGLORIA,CHILLER
167,ALEX KERR,2,1,ROBIN MIHARA,,CTWC,2016,23/10/2016 18:40:00,Round 1,"Portland, Oregon",,1,0,16,9,,CIMBRAIEN,CHIRPINGMATT
168,KORYAN,2,0,RIGEL PEARCE,,CTWC,2016,23/10/2016 18:40:00,Round 1,"Portland, Oregon",,1,0,1,5,,CINEQ,CHODELERON
169,JEFF,2,0,PATRICK NYFFELER,,CTWC,2016,23/10/2016 19:00:00,Round 1,"Portland, Oregon",,1,0,5,2,,CLANCY,CHONG
170,JOEY PARKER,2,1,METALBEAST,,CTWC,2016,23/10/2016 19:00:00,Round 1,"Portland, Oregon",,1,0,3,3,,CLAVER,CHRIS (CANADA)
171,JONAS,2,0,JORDAN HARRISON,,CTWC,2016,23/10/2016 19:20:00,Round 1,"Portland, Oregon",,1,0,35,1,,CLAW,CHRIS BIDWELL
172,TERRY PURCELL,2,0,GIN MORGAN,,CTWC,2016,23/10/2016 19:20:00,Round 1,"Portland, Oregon",,1,0,10,2,,CLEMAN,CHRIS BRADY
173,BEN MULLEN,2,0,FRANK WESTPHAL,,CTWC,2016,23/10/2016 19:40:00,Round 1,"Portland, Oregon",,1,0,16,3,,CLOCKWORKER,CHRIS EXTINE
174,MIKE WINZINEK,2,0,DANA WILCOX,,CTWC,2016,23/10/2016 19:40:00,Round 1,"Portland, Oregon",,1,0,12,15,,CLUBSODA,CHRIS FORYST
175,HARRY,2,0,CAMERON EURE,,CTWC,2016,23/10/2016 20:00:00,Round 1,"Portland, Oregon",,1,0,31,4,,CMG444,CHRIS H
176,JAKE STEIN,0,2,CHAD MUSE,,CTWC,2016,23/10/2016 20:00:00,Round 1,"Portland, Oregon",,0,1,4,8,,COBALT,CHRIS JARZYNA
177,ELI MARKSTROM,2,0,BUCO,,CTWC,2016,23/10/2016 20:20:00,Round 1,"Portland, Oregon",,1,0,10,19,,COLOR,CHRIS K
178,QUAID,2,0,ADAM CORNELIUS,,CTWC,2016,23/10/2016 20:20:00,Round 1,"Portland, Oregon",,1,0,15,2,,COLSTON,CHRIS TANG
179,BO STEIL,0,2,TREY HARRISON,,CTWC,2016,23/10/2016 20:40:00,Round 2,"Portland, Oregon",,0,1,12,16,,COLTELLO,CHRISSY FORD
180,QUAID,2,0,TERRY PURCELL,,CTWC,2016,23/10/2016 20:40:00,Round 2,"Portland, Oregon",,1,0,16,11,,COLTON,CHRISTIAN
181,JANI,2,1,SCHOOLMASTER,,CTWC,2016,23/10/2016 21:00:00,Round 2,"Portland, Oregon",,1,0,8,6,,COMBATSLAYER,CHRONOS
182,JEFF,2,1,MIKE WINZINEK,,CTWC,2016,23/10/2016 21:00:00,Round 2,"Portland, Oregon",,1,0,6,13,,COMEGALLETAS,CHRRRISTO
183,JONAS,2,0,JOEY PARKER,,CTWC,2016,23/10/2016 21:20:00,Round 2,"Portland, Oregon",,1,0,36,4,,CONOR,CHUN WU
184,KORYAN,2,1,ELI MARKSTROM,,CTWC,2016,23/10/2016 21:20:00,Round 2,"Portland, Oregon",,1,0,2,11,,CRAB,CHUSHIGLORIA
185,ALEX KERR,2,0,BEN MULLEN,,CTWC,2016,23/10/2016 21:40:00,Round 2,"Portland, Oregon",,1,0,17,17,,CRAFTEEKIM,CIMBRAIEN
186,HARRY,2,0,CHAD MUSE,,CTWC,2016,23/10/2016 21:40:00,Round 2,"Portland, Oregon",,1,0,32,9,,CROAGUNK,CINEQ
187,HARRY,2,0,QUAID,,CTWC,2016,23/10/2016 22:00:00,Quarter-Final,"Portland, Oregon",,1,0,33,17,,CURIOSITY,CIPOLLARA
188,KORYAN,2,1,TREY HARRISON,,CTWC,2016,23/10/2016 22:00:00,Quarter-Final,"Portland, Oregon",,1,0,3,17,,CWIEKOSZCZAK,CLANCY
189,JEFF,2,0,JANI,,CTWC,2016,23/10/2016 22:20:00,Quarter-Final,"Portland, Oregon",,1,0,7,9,,CWIIIS,CLARENCE
190,JONAS,2,1,ALEX KERR,,CTWC,2016,23/10/2016 22:20:00,Quarter-Final,"Portland, Oregon",,1,0,37,18,,CZARJORDAN,CLAVER
191,KORYAN,0,2,JONAS,,CTWC,2016,23/10/2016 22:40:00,Semi-Final,"Portland, Oregon",,0,1,4,38,,D LO,CLAW
192,HARRY,1,2,JEFF,,CTWC,2016,23/10/2016 23:00:00,Semi-Final,"Portland, Oregon",,0,1,34,8,,DAASIANN,CLEMAN
193,JEFF,1,3,JONAS,,CTWC,2016,23/10/2016 23:20:00,Final,"Portland, Oregon",,0,1,9,39,,DADO,CLOCKWORKER
194,GERALD,2,1,FENIL,,Singapore,2017,16/09/2017 07:00:00,Round 1,"Singapore City, Singapore",,1,0,1,1,,DANA WILCOX,CLUBSODA
195,JEREME,2,1,SEAN,,Singapore,2017,16/09/2017 07:00:00,Round 1,"Singapore City, Singapore",,1,0,1,1,,DANIELSONG,CMG444
196,LEE HUI,1,2,BAO,,Singapore,2017,16/09/2017 07:00:00,Round 1,"Singapore City, Singapore",,0,1,1,1,,DANNY VULICH,COBALT
197,VALERIE,1,2,JEFFERSON,,Singapore,2017,16/09/2017 07:00:00,Round 1,"Singapore City, Singapore",,0,1,1,1,,DANQZ,COLOR
198,BAO,1,2,JEREME,,Singapore,2017,16/09/2017 08:00:00,Semi-Final,"Singapore City, Singapore",,0,1,2,2,,DANSUSHI,COLSTON
199,GERALD,2,1,JEFFERSON,,Singapore,2017,16/09/2017 08:00:00,Semi-Final,"Singapore City, Singapore",,1,0,2,2,,DANVINKI,COLTELLO
200,GERALD,3,2,JEREME,,Singapore,2017,16/09/2017 09:00:00,Final,"Singapore City, Singapore",,1,0,3,3,,DARKARIES,COLTON
201,BEN MULLEN,2,0,STACY,,CTWC,2017,22/10/2017 18:00:00,Round 1,"Portland, Oregon",,1,0,18,1,,DARTHBUNNY,COMBATSLAYER
202,KORYAN,2,0,VINCE,,CTWC,2017,22/10/2017 18:00:00,Round 1,"Portland, Oregon",,1,0,5,8,,DARTHDREDZ,COMEGALLETAS
203,CHAD MUSE,2,1,SAM PARRY,,CTWC,2017,22/10/2017 18:20:00,Round 1,"Portland, Oregon",,1,0,10,1,,DAS_MASTER,CONAN
204,MIKE WINZINEK,1,2,SEAN MILLER,,CTWC,2017,22/10/2017 18:20:00,Round 1,"Portland, Oregon",,0,1,14,2,,DASQZ,CONOR
205,BUCO,2,0,ROBIN MIHARA,,CTWC,2017,22/10/2017 18:40:00,Round 1,"Portland, Oregon",,1,0,20,10,,DAVE M,COOKIE
206,CHRIS BRADY,2,0,RIGEL PEARCE,,CTWC,2017,22/10/2017 18:40:00,Round 1,"Portland, Oregon",,1,0,11,6,,DAVESMITHSAYS,COUNTNEKO
207,BO STEIL,2,0,MEGARETROMAN,,CTWC,2017,22/10/2017 19:00:00,Round 1,"Portland, Oregon",,1,0,13,1,,DAVID A,CRAB
208,JOEY PARKER,0,2,METALBEAST,,CTWC,2017,22/10/2017 19:00:00,Round 1,"Portland, Oregon",,0,1,5,4,,DAVID VULICH,CRAFTEEKIM
209,JONAS,2,0,MARY POWELL,,CTWC,2017,22/10/2017 19:20:00,Round 1,"Portland, Oregon",,1,0,40,1,,DAVIDMJ,CREEPERCRAFTYT20
210,TREY HARRISON,2,0,KEVIN BIRRELL,,CTWC,2017,22/10/2017 19:20:00,Round 1,"Portland, Oregon",,1,0,18,3,,DAWG,CROAGUNK
211,JANI,2,0,GIN MORGAN,,CTWC,2017,22/10/2017 19:40:00,Round 1,"Portland, Oregon",,1,0,10,3,,DAWIDKBC,CROWHUNTT
212,QUAID,2,0,GREG VANDER VELDEN,,CTWC,2017,22/10/2017 19:40:00,Round 1,"Portland, Oregon",,1,0,18,1,,DAWSON,CUB_03
213,HARRY,2,0,DOUGLAS ARCADI,,CTWC,2017,22/10/2017 20:00:00,Round 1,"Portland, Oregon",,1,0,35,1,,DBS,CWIEKOSZCZAK
214,JEFF,2,0,FRANK WESTPHAL,,CTWC,2017,22/10/2017 20:00:00,Round 1,"Portland, Oregon",,1,0,10,4,,DDTREGULATOR,CWIIIS
215,ELI MARKSTROM,2,0,SQR,,CTWC,2017,22/10/2017 20:20:00,Round 1,"Portland, Oregon",,1,0,12,1,,DDUR,CZARJORDAN
216,SCHOOLMASTER,0,2,ALEX KERR,,CTWC,2017,22/10/2017 20:20:00,Round 1,"Portland, Oregon",,0,1,7,19,,DE_MARTIAN,D LO
217,HARRY,2,0,METALBEAST,,CTWC,2017,22/10/2017 20:40:00,Round 2,"Portland, Oregon",,1,0,36,5,,DEADMEME,DAASIANN
218,JONAS,2,0,SEAN MILLER,,CTWC,2017,22/10/2017 20:40:00,Round 2,"Portland, Oregon",,1,0,41,3,,DEATHTAXES,DABEAST
219,BO STEIL,1,2,ELI MARKSTROM,,CTWC,2017,22/10/2017 21:00:00,Round 2,"Portland, Oregon",,0,1,14,13,,DEEWEE,DADO
220,BUCO,2,0,JEFF,,CTWC,2017,22/10/2017 21:00:00,Round 2,"Portland, Oregon",,1,0,21,11,,DEIMOS,DADTRIS
221,QUAID,2,0,CHRIS BRADY,,CTWC,2017,22/10/2017 21:20:00,Round 2,"Portland, Oregon",,1,0,19,12,,DEPCOW,DAIN ANDERSON
222,TREY HARRISON,1,2,CHAD MUSE,,CTWC,2017,22/10/2017 21:20:00,Round 2,"Portland, Oregon",,0,1,19,11,,DERMOTNINJA,DAN CHILTON
223,JANI,2,1,BEN MULLEN,,CTWC,2017,22/10/2017 21:40:00,Round 2,"Portland, Oregon",,1,0,11,19,,DEVBOSS,DAN GRIFFIN
224,KORYAN,1,2,ALEX KERR,,CTWC,2017,22/10/2017 21:40:00,Round 2,"Portland, Oregon",,0,1,6,20,,DEVOLITION,DAN_999
225,ELI MARKSTROM,0,2,QUAID,,CTWC,2017,22/10/2017 22:00:00,Quarter-Final,"Portland, Oregon",,0,1,14,20,,DEXFORE,DANA WILCOX
226,JONAS,2,1,CHAD MUSE,,CTWC,2017,22/10/2017 22:00:00,Quarter-Final,"Portland, Oregon",,1,0,42,12,,DGCUBES,DANANDR
227,ALEX KERR,2,1,JANI,,CTWC,2017,22/10/2017 22:20:00,Quarter-Final,"Portland, Oregon",,1,0,21,12,,DIAMONDS,DANIEL_USA
228,HARRY,1,2,BUCO,,CTWC,2017,22/10/2017 22:20:00,Quarter-Final,"Portland, Oregon",,0,1,37,22,,DIANA,DANIELEMELONZ
229,ALEX KERR,2,1,QUAID,,CTWC,2017,22/10/2017 22:40:00,Semi-Final,"Portland, Oregon",,1,0,22,21,,DIGGS,DANIELSONG
230,BUCO,0,2,JONAS,,CTWC,2017,22/10/2017 23:00:00,Semi-Final,"Portland, Oregon",,0,1,23,43,,DILLAN,DANLDP
231,ALEX KERR,0,3,JONAS,,CTWC,2017,22/10/2017 23:20:00,Final,"Portland, Oregon",,0,1,23,44,,DIMA,DANNY VULICH
232,BEN MULLEN,2,0,SQUAREWAVE,,CTM Masters,December 2017,01/12/2017 18:00:00,Round 1,FridayWitch,,1,0,20,1,,DIMNEL,DANNYMAGE
233,HARRY,2,0,SCHA,,CTM Masters,December 2017,01/12/2017 18:20:00,Round 1,FridayWitch,,1,0,38,1,,DITSHADOWS,DANQZ
234,FREDHOLM,2,0,PROFESSOR_L,,CTM Masters,December 2017,01/12/2017 18:40:00,Round 1,FridayWitch,,1,0,1,1,,DIVCASTE,DANSUSHI
235,HEZZULI,2,0,NOSKCAJ,,CTM Masters,December 2017,01/12/2017 19:00:00,Round 1,FridayWitch,,1,0,1,1,,DIZZY_AF,DANVINKI
236,JANI,2,0,KENNY,,CTM Masters,December 2017,01/12/2017 19:20:00,Round 1,FridayWitch,,1,0,13,1,,DMHERO,DARKFOX36
237,METALBEAST,2,0,FRIDAYWITCH,,CTM Masters,December 2017,01/12/2017 19:40:00,Round 1,FridayWitch,,1,0,6,1,,DMSY,DARTHBUNNY
238,MEGARETROMAN,2,0,JAZZTHIEF,,CTM Masters,December 2017,01/12/2017 20:00:00,Round 1,FridayWitch,,1,0,2,1,,DOBRYCZLEK,DARTHDREDZ
239,JANI,2,0,METALBEAST,,CTM Masters,December 2017,01/12/2017 20:20:00,Quarter-Final,FridayWitch,,1,0,14,7,,DOC PI,DAS_MASTER
240,FREDHOLM,2,0,MEGARETROMAN,,CTM Masters,December 2017,01/12/2017 20:40:00,Quarter-Final,FridayWitch,,1,0,2,3,,DOG,DASQZ
241,BEN MULLEN,2,0,ETHAN DANIELS,,CTM Masters,December 2017,01/12/2017 21:00:00,Quarter-Final,FridayWitch,,1,0,21,1,,DOGE,DAVE
242,HARRY,2,0,HEZZULI,,CTM Masters,December 2017,01/12/2017 21:20:00,Quarter-Final,FridayWitch,,1,0,39,2,,DON,DAVE M
243,BEN MULLEN,2,0,FREDHOLM,,CTM Masters,December 2017,01/12/2017 21:40:00,Semi-Final,FridayWitch,,1,0,22,3,,DON LOOZ,DAVE W
244,HARRY,2,0,JANI,,CTM Masters,December 2017,01/12/2017 22:00:00,Semi-Final,FridayWitch,,1,0,40,15,,DOODLE,DAVESMITHSAYS
245,HARRY,3,0,BEN MULLEN,,CTM Masters,December 2017,01/12/2017 22:20:00,Final,FridayWitch,,1,0,41,23,,DOOMSTER,DAVID VULICH
246,BEN MULLEN,2,0,NOEL,,CTM Masters,January 2018,06/01/2018 18:00:00,Round 1,FridayWitch,,1,0,24,1,,DORIAN,DAVIDMJ
247,PROFESSOR_L,2,1,METALBEAST,,CTM Masters,January 2018,06/01/2018 18:20:00,Round 1,FridayWitch,,1,0,2,8,,DORUK KAPTAN,DAVIDMJ (DAS)
248,HEZZULI,2,1,MEGARETROMAN,,CTM Masters,January 2018,06/01/2018 18:40:00,Round 1,FridayWitch,,1,0,3,4,,DQCLAN,DAWG
249,JONAS,2,0,KENNY,,CTM Masters,January 2018,06/01/2018 19:00:00,Round 1,FridayWitch,,1,0,45,2,,DREW SHOTWELL,DAWSON
250,JANI,2,0,CHIRPINGMATT,,CTM Masters,January 2018,06/01/2018 19:20:00,Round 1,FridayWitch,,1,0,16,1,,DRFUZZMAN,DB_YGO
251,ETHAN DANIELS,2,0,FREDHOLM,,CTM Masters,January 2018,06/01/2018 19:40:00,Round 1,FridayWitch,,1,0,2,4,,DRKN1CKERS,DBS
252,JOEY PARKER,2,1,JAZZTHIEF,,CTM Masters,January 2018,06/01/2018 20:00:00,Round 1,FridayWitch,,1,0,6,2,,DTHEOREM,DDTREGULATOR
253,SCHOOLMASTER,2,0,ALECAT,,CTM Masters,January 2018,06/01/2018 20:20:00,Round 1,FridayWitch,,1,0,8,1,,E_FLAT7,DDUR
254,ETHAN DANIELS,2,0,PROFESSOR_L,,CTM Masters,January 2018,06/01/2018 20:40:00,Quarter-Final,FridayWitch,,1,0,3,3,,EAGLE,DE_MARTIAN
255,SCHOOLMASTER,2,1,JONAS,,CTM Masters,January 2018,06/01/2018 21:00:00,Quarter-Final,FridayWitch,,1,0,9,46,,EANDIS,DEADMEME
256,JOEY PARKER,2,1,JANI,,CTM Masters,January 2018,06/01/2018 21:20:00,Quarter-Final,FridayWitch,,1,0,7,17,,EEE_INN,DEAN
257,BEN MULLEN,2,0,HEZZULI,,CTM Masters,January 2018,06/01/2018 21:40:00,Quarter-Final,FridayWitch,,1,0,25,4,,EESHOOT,DEATHTAXES
258,BEN MULLEN,2,1,JOEY PARKER,,CTM Masters,January 2018,06/01/2018 22:00:00,Semi-Final,FridayWitch,,1,0,26,8,,EGGDIZZY,DEEWEE
259,SCHOOLMASTER,2,0,ETHAN DANIELS,,CTM Masters,January 2018,06/01/2018 22:20:00,Semi-Final,FridayWitch,,1,0,10,4,,EL_PANTZZZ,DEIMOS
260,BEN MULLEN,3,0,SCHOOLMASTER,,CTM Masters,January 2018,06/01/2018 22:40:00,Final,FridayWitch,,1,0,27,11,,ELI MARKSTROM,DENIS1080
261,FFRPRO21,2,0,BBFORKY,,AGDQ,2018,09/01/2018 20:00:00,Round 1,"Bloomington, Minnesota",,1,0,1,1,,ELIWA,DERMOTNINJA
262,GLITCHCAT7,2,0,XARNAX42,,AGDQ,2018,09/01/2018 20:00:00,Round 1,"Bloomington, Minnesota",,1,0,1,1,,ELLERYSTACKS,DESERTEAGLE417
263,JUSTINMAN,2,0,COUNTNEKO,,AGDQ,2018,09/01/2018 20:00:00,Round 1,"Bloomington, Minnesota",,1,0,1,1,,ELPAILTEM,DEVBOSS
264,RAIKOURDR,1,2,NESCARD,,AGDQ,2018,09/01/2018 20:00:00,Round 1,"Bloomington, Minnesota",,0,1,1,1,,EMPTY,DEVOLITION
265,RCDRONE,2,0,GARION,,AGDQ,2018,09/01/2018 20:00:00,Round 1,"Bloomington, Minnesota",,1,0,1,1,,EMPTYEYE,DEXFORE
266,WMD_88,2,1,DEVOLITION,,AGDQ,2018,09/01/2018 20:00:00,Round 1,"Bloomington, Minnesota",,1,0,1,1,,EMRAH,DGCUBES
267,YMTSUBASA,2,1,CHESSJERK,,AGDQ,2018,09/01/2018 20:00:00,Round 1,"Bloomington, Minnesota",,1,0,1,1,,ENDERMINE,DIAMONDS
268,BBFORKY,0,2,RAIKOURDR,,AGDQ,2018,09/01/2018 20:30:00,Losers Round 1,"Bloomington, Minnesota",,0,1,2,2,,EREN,DIANA
269,DEVOLITION,2,0,COUNTNEKO,,AGDQ,2018,09/01/2018 20:30:00,Losers Round 1,"Bloomington, Minnesota",,1,0,2,2,,ERICICX,DIGGS
270,GARION,0,2,CHESSJERK,,AGDQ,2018,09/01/2018 20:30:00,Losers Round 1,"Bloomington, Minnesota",,0,1,2,2,,ERIS,DILLAN
271,FFRPRO21,2,1,NESCARD,,AGDQ,2018,09/01/2018 21:00:00,Round 2,"Bloomington, Minnesota",,1,0,2,2,,ESSILOKS,DIMA
272,PIEPUSHER,0,2,GLITCHCAT7,,AGDQ,2018,09/01/2018 21:00:00,Round 2,"Bloomington, Minnesota",,0,1,1,2,,ETFRUITNINJA,DITSHADOWS
273,RCDRONE,2,0,YMTSUBASA,,AGDQ,2018,09/01/2018 21:00:00,Round 2,"Bloomington, Minnesota",,1,0,2,2,,ETHAN DANIELS,DIVCASTE
274,WMD_88,2,1,JUSTINMAN,,AGDQ,2018,09/01/2018 21:00:00,Round 2,"Bloomington, Minnesota",,1,0,2,2,,EUMELI,DIZZY_AF
275,JUSTINMAN,1,2,XARNAX42,,AGDQ,2018,09/01/2018 21:30:00,Losers Round 2,"Bloomington, Minnesota",,0,1,3,2,,EVESY,DMHERO
276,NESCARD,0,2,CHESSJERK,,AGDQ,2018,09/01/2018 21:30:00,Losers Round 2,"Bloomington, Minnesota",,0,1,3,3,,EVUUSAN,DMSY
277,PIEPUSHER,2,0,DEVOLITION,,AGDQ,2018,09/01/2018 21:30:00,Losers Round 2,"Bloomington, Minnesota",,1,0,2,3,,EVYBABEE,DOBRYCZLEK
278,YMTSUBASA,0,2,RAIKOURDR,,AGDQ,2018,09/01/2018 21:30:00,Losers Round 2,"Bloomington, Minnesota",,0,1,3,3,,EXEWIN,DOC PI
279,CHESSJERK,1,2,PIEPUSHER,,AGDQ,2018,09/01/2018 22:00:00,Losers Round 3,"Bloomington, Minnesota",,0,1,4,3,,F1CHAMPION,DOG
280,GLITCHCAT7,0,2,FFRPRO21,,AGDQ,2018,09/01/2018 22:00:00,Round 3,"Bloomington, Minnesota",,0,1,3,3,,F1PROX,DOGE
281,RCDRONE,2,1,WMD_88,,AGDQ,2018,09/01/2018 22:00:00,Round 3,"Bloomington, Minnesota",,1,0,3,3,,FABRICE,DON
282,XARNAX42,1,2,RAIKOURDR,,AGDQ,2018,09/01/2018 22:00:00,Losers Round 3,"Bloomington, Minnesota",,0,1,3,4,,FAMAROK,DON LOOZ
283,GLITCHCAT7,2,0,RAIKOURDR,,AGDQ,2018,09/01/2018 22:30:00,Losers Round 4,"Bloomington, Minnesota",,1,0,4,5,,FARHAN,DONALD G (MIDWEST)
284,WMD_88,0,2,PIEPUSHER,,AGDQ,2018,09/01/2018 22:30:00,Losers Round 4,"Bloomington, Minnesota",,0,1,4,4,,FATHER ESTEBAN,DOODLE
285,FFRPRO21,1,3,RCDRONE,,AGDQ,2018,09/01/2018 23:00:00,Semi-Final,"Bloomington, Minnesota",,0,1,4,4,,FATSAM,DOOMSTER
286,GLITCHCAT7,2,0,PIEPUSHER,,AGDQ,2018,09/01/2018 23:00:00,Losers Round 5,"Bloomington, Minnesota",,1,0,5,5,,FBI_STEVO,DORIAN
287,FFRPRO21,0,3,GLITCHCAT7,,AGDQ,2018,09/01/2018 23:30:00,Losers Round 6,"Bloomington, Minnesota",,0,1,5,6,,FELINHO,DORUK KAPTAN
288,RCDRONE,4,0,GLITCHCAT7,,AGDQ,2018,10/01/2018 00:00:00,Final,"Bloomington, Minnesota",,1,0,5,7,,FELIPE,DOUGLAS ARCADI
289,ELI MARKSTROM,2,0,ADAM CORNELIUS,,CTWQ WestCoast,2018,21/01/2018 12:00:00,Round 1,"Pomona, California",,1,0,15,3,,FELIXFELICIS,DREW SHOTWELL
290,HARRY,2,0,CHRIS TANG,,CTWQ WestCoast,2018,21/01/2018 12:00:00,Round 1,"Pomona, California",,1,0,42,1,,FEODEN,DRFUZZMAN
291,SEAN MILLER,2,1,VINCE,,CTWQ WestCoast,2018,21/01/2018 12:00:00,Round 1,"Pomona, California",,1,0,4,9,,FERROW,DRKN1CKERS
292,TREY HARRISON,2,0,PACKIE,,CTWQ WestCoast,2018,21/01/2018 12:00:00,Round 1,"Pomona, California",,1,0,20,1,,FFRPRO21,DTHEOREM
293,ELI MARKSTROM,1,2,TREY HARRISON,,CTWQ WestCoast,2018,21/01/2018 13:00:00,Semi-Final,"Pomona, California",,0,1,16,21,,FH_JORDAN,E_FLAT7
294,HARRY,2,0,SEAN MILLER,,CTWQ WestCoast,2018,21/01/2018 13:00:00,Semi-Final,"Pomona, California",,1,0,43,5,,FLASHBOY,EAGLE
295,HARRY,3,0,TREY HARRISON,,CTWQ WestCoast,2018,21/01/2018 14:00:00,Final,"Pomona, California",,1,0,44,22,,FLASHMONGER,EANDIS
296,MEGARETROMAN,2,0,JOSEPH,,CTM Masters,February 2018,03/02/2018 18:00:00,Round 1,FridayWitch,,1,0,5,1,,FLEXIUMNOVA,ECLASSIC32
297,JANI,2,0,FRIDAYWITCH,,CTM Masters,February 2018,03/02/2018 18:20:00,Round 1,FridayWitch,,1,0,18,2,,FLORIAN,ED
298,KORYAN,2,0,CHIRPINGMATT,,CTM Masters,February 2018,03/02/2018 18:40:00,Round 1,FridayWitch,,1,0,7,2,,FOILEDTHRICE,EEE_INN
299,GREENTEA,2,0,MOHAMMAD,,CTM Masters,February 2018,03/02/2018 19:00:00,Round 1,FridayWitch,,1,0,1,1,,FOUAD,EESHOOT
300,JOEY PARKER,2,0,BALAAGE,,CTM Masters,February 2018,03/02/2018 19:20:00,Round 1,FridayWitch,,1,0,9,1,,FRACTAL,EGGDIZZY
301,ETHAN DANIELS,2,0,HEZZULI,,CTM Masters,February 2018,03/02/2018 19:40:00,Round 1,FridayWitch,,1,0,5,5,,FRAMEDUMP,EL_PANTZZZ
302,METALBEAST,2,0,DARTHDREDZ,,CTM Masters,February 2018,03/02/2018 20:00:00,Round 1,FridayWitch,,1,0,9,1,,FRANK WESTPHAL,ELI MARKSTROM
303,SQR,2,0,JAZZTHIEF,,CTM Masters,February 2018,03/02/2018 20:20:00,Round 1,FridayWitch,,1,0,2,3,,FREDAGSVIK,ELIWA
304,JOEY PARKER,2,0,METALBEAST,,CTM Masters,February 2018,03/02/2018 20:40:00,Quarter-Final,FridayWitch,,1,0,10,10,,FREDHOLM,ELLERYSTACKS
305,GREENTEA,2,0,MEGARETROMAN,,CTM Masters,February 2018,03/02/2018 21:00:00,Quarter-Final,FridayWitch,,1,0,2,6,,FREEMAN,ELPAILTEM
306,KORYAN,2,0,ETHAN DANIELS,,CTM Masters,February 2018,03/02/2018 21:20:00,Quarter-Final,FridayWitch,,1,0,8,6,,FRENCHIESTFRIE,EMPTY
307,JANI,2,1,SQR,,CTM Masters,February 2018,03/02/2018 21:40:00,Quarter-Final,FridayWitch,,1,0,19,3,,FREYASSPRT,EMPTYEYE
308,KORYAN,2,0,JOEY PARKER,,CTM Masters,February 2018,03/02/2018 22:00:00,Semi-Final,FridayWitch,,1,0,9,11,,FRIDAYWITCH,EMPTYFIELD
309,JANI,2,1,GREENTEA,,CTM Masters,February 2018,03/02/2018 22:20:00,Semi-Final,FridayWitch,,1,0,20,3,,FRITZ,ENDERMINE
310,KORYAN,3,0,JANI,,CTM Masters,February 2018,03/02/2018 22:40:00,Final,FridayWitch,,1,0,10,21,,FRODO,EQ PILLOW
311,MEGARETROMAN,2,0,JOSEPH,,CTM Masters,March 2018,03/03/2018 18:00:00,Round 1,FridayWitch,,1,0,7,2,,FUR OF KITTEN,EREN
312,KORYAN,2,0,DABEAST,,CTM Masters,March 2018,03/03/2018 18:20:00,Round 1,FridayWitch,,1,0,11,1,,FURIOUS PROGRAMMING,ERICICX
313,GREENTEA,2,0,CHIRPINGMATT,,CTM Masters,March 2018,03/03/2018 18:40:00,Round 1,FridayWitch,,1,0,4,3,,FUTURE,ERIK
314,PACKIE,2,1,SQR,,CTM Masters,March 2018,03/03/2018 19:00:00,Round 1,FridayWitch,,1,0,2,4,,GABRIEL REZENDE,ERIS
315,METALBEAST,2,0,BALAAGE,,CTM Masters,March 2018,03/03/2018 19:20:00,Round 1,FridayWitch,,1,0,11,2,,GALOOMBA,ETFRUITNINJA
316,BEN MULLEN,2,0,HEZZULI,,CTM Masters,March 2018,03/03/2018 19:40:00,Round 1,FridayWitch,,1,0,28,6,,GARBAGEEGG,ETHAN DANIELS
317,KORYAN,2,0,PACKIE,,CTM Masters,March 2018,03/03/2018 20:00:00,Quarter-Final,FridayWitch,,1,0,12,3,,GARION,EUMELI
318,BEN MULLEN,2,1,MEGARETROMAN,,CTM Masters,March 2018,03/03/2018 20:20:00,Quarter-Final,FridayWitch,,1,0,29,8,,GBRM8,EVESY
319,GREENTEA,2,0,DARTHDREDZ,,CTM Masters,March 2018,03/03/2018 20:40:00,Quarter-Final,FridayWitch,,1,0,5,2,,GCS,EVUUSAN
320,METALBEAST,2,0,JAZZTHIEF,,CTM Masters,March 2018,03/03/2018 21:00:00,Quarter-Final,FridayWitch,,1,0,12,4,,GDUDGE,EVYBABEE
321,BEN MULLEN,2,0,METALBEAST,,CTM Masters,March 2018,03/03/2018 21:20:00,Semi-Final,FridayWitch,,1,0,30,13,,GEEFORCE,F1CHAMPION
322,GREENTEA,2,0,KORYAN,,CTM Masters,March 2018,03/03/2018 21:40:00,Semi-Final,FridayWitch,,1,0,6,13,,GENO,F1PROX
323,GREENTEA,3,1,BEN MULLEN,,CTM Masters,March 2018,03/03/2018 22:00:00,Final,FridayWitch,,1,0,7,31,,GEOWOLF,FABIO WONG
324,BEN MULLEN,1,2,BO STEIL,,CTWQ MidEast,2018,07/04/2018 12:00:00,Round 1,"Madison, Wisconsin",,0,1,32,15,,GERALD,FABRICE
325,CHAD MUSE,2,1,GIN MORGAN,,CTWQ MidEast,2018,07/04/2018 12:00:00,Round 1,"Madison, Wisconsin",,1,0,13,4,,GERALD FREEMAN,FAMAROK
